video_id,sentence_id,signer_id,sentence_text,sentence_length,fps,resolution,video_path,split
help me (5).MP4,help me,4,help me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (5).MP4,train
help me (6).mp4,help me,5,help me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (6).mp4,train
help me (7).mp4,help me,6,help me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (7).mp4,val
help me (8).MP4,help me,7,help me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (8).MP4,test
hi how are you (1).mp4,hi how are you,1,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (1).mp4,train
hi how are you (2).mp4,hi how are you,2,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (2).mp4,train
hi how are you (3).MP4,hi how are you,3,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (3).MP4,train
hi how are you (4).MP4,hi how are you,4,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (4).MP4,train
hi how are you (5).MP4,hi how are you,5,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (5).MP4,train
hi how are you (6).MP4,hi how are you,6,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (6).MP4,val
hi how are you (7).MP4,hi how are you,7,hi how are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (7).MP4,test
how are things (2).mp4,how are things,1,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\how are things (2).mp4,train
how are things.mp4,how are things,2,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\how are things.mp4,train
things (2).MP4,how are things,3,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (2).MP4,train
things (3).MP4,how are things,4,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (3).MP4,train
things (4).MP4,how are things,5,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (4).MP4,train
things.MP4,how are things,6,how are things,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things.MP4,val
how can i help you (1).mp4,how can i help you,1,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (1).mp4,train
how can i help you (2).mp4,how can i help you,2,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (2).mp4,train
how can i help you (3).MP4,how can i help you,3,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (3).MP4,train
how can i help you (4).MP4,how can i help you,4,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (4).MP4,train
how can i help you (5).MP4,how can i help you,5,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (5).MP4,train
how can i help you (6).MP4,how can i help you,6,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (6).MP4,val
how can i help you (7).MP4,how can i help you,7,how can i help you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (7).MP4,test
how can i trust you (2).mp4,how can i trust you,1,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\how can i trust you (2).mp4,train
how can i trust you.mp4,how can i trust you,2,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\how can i trust you.mp4,train
trust (2).MP4,how can i trust you,3,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (2).MP4,train
trust (3).MP4,how can i trust you,4,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (3).MP4,train
trust (4).MP4,how can i trust you,5,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (4).MP4,train
trust (5).MP4,how can i trust you,6,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (5).MP4,val
trust.MP4,how can i trust you,7,how can i trust you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust.MP4,test
dare (2).MP4,how dare you,1,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (2).MP4,train
dare (3).MP4,how dare you,2,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (3).MP4,train
dare (4).MP4,how dare you,3,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (4).MP4,train
dare (5).MP4,how dare you,4,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (5).MP4,train
dare.MP4,how dare you,5,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare.MP4,train
how dare you (2).mp4,how dare you,6,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\how dare you (2).mp4,val
how dare you.mp4,how dare you,7,how dare you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\how dare you.mp4,test
how old are you (1).mp4,how old are you,1,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (1).mp4,train
how old are you (2).mp4,how old are you,2,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (2).mp4,train
how old are you (3).MP4,how old are you,3,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (3).MP4,train
how old are you (4).MP4,how old are you,4,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (4).MP4,train
how old are you (5).MP4,how old are you,5,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (5).MP4,train
how old are you (6).MP4,how old are you,6,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (6).MP4,val
how old are you (7).MP4,how old are you,7,how old are you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (7).MP4,test
i am (age) (1).MP4,i am (age),1,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (1).MP4,train
i am (age) (2).MP4,i am (age),2,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (2).MP4,train
i am (age) (3).MP4,i am (age),3,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (3).MP4,train
i am (age) (4).MP4,i am (age),4,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (4).MP4,train
i am (age) (5).MP4,i am (age),5,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (5).MP4,train
i am (age) (6).mp4,i am (age),6,,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (6).mp4,val
afraid (2).MP4,i am afraid of that,1,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (2).MP4,train
afraid (3).MP4,i am afraid of that,2,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (3).MP4,train
afraid (4).MP4,i am afraid of that,3,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (4).MP4,train
afraid (5).MP4,i am afraid of that,4,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (5).MP4,train
afraid.MP4,i am afraid of that,5,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid.MP4,train
i am afraid of that (2).mp4,i am afraid of that,6,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\i am afraid of that (2).mp4,val
i am afraid of that.mp4,i am afraid of that,7,i am afraid of that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\i am afraid of that.mp4,test
i am crying (2).mp4,i am crying,1,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (2).mp4,train
i am crying (3).MP4,i am crying,2,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (3).MP4,train
i am crying (4).MP4,i am crying,3,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (4).MP4,train
i am crying (5).MP4,i am crying,4,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (5).MP4,train
i am crying (6).MP4,i am crying,5,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (6).MP4,train
i am crying (7).MP4,i am crying,6,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (7).MP4,val
i am crying.mp4,i am crying,7,i am crying,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying.mp4,test
bored (2).MP4,i am feeling bored,1,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (2).MP4,train
bored (3).MP4,i am feeling bored,2,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (3).MP4,train
bored (4).MP4,i am feeling bored,3,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (4).MP4,train
bored (5).MP4,i am feeling bored,4,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (5).MP4,train
bored.MP4,i am feeling bored,5,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored.MP4,train
i am feeling bored (2).mp4,i am feeling bored,6,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\i am feeling bored (2).mp4,val
i am feeling bored.mp4,i am feeling bored,7,i am feeling bored,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\i am feeling bored.mp4,test
cold (2).MP4,i am feeling cold,1,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (2).MP4,train
cold (3).MP4,i am feeling cold,2,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (3).MP4,train
cold (4).MP4,i am feeling cold,3,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (4).MP4,train
cold (5).MP4,i am feeling cold,4,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (5).MP4,train
cold.MP4,i am feeling cold,5,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold.MP4,train
i am feeling cold (2).mp4,i am feeling cold,6,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\i am feeling cold (2).mp4,val
i am feeling cold.mp4,i am feeling cold,7,i am feeling cold,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\i am feeling cold.mp4,test
fine thank (2).MP4,i am fine. thank you sir,1,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (2).MP4,train
fine thank (3).MP4,i am fine. thank you sir,2,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (3).MP4,train
fine thank (4).MP4,i am fine. thank you sir,3,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (4).MP4,train
fine thank (5).MP4,i am fine. thank you sir,4,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (5).MP4,train
fine thank.MP4,i am fine. thank you sir,5,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank.MP4,train
i am fine. thank you sir (2).mp4,i am fine. thank you sir,6,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\i am fine. thank you sir (2).mp4,val
i am fine. thank you sir.mp4,i am fine. thank you sir,7,i am fine. thank you sir,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\i am fine. thank you sir.mp4,test
i am hungry   (1).mp4,i am hungry,1,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (1).mp4,train
i am hungry   (2).mp4,i am hungry,2,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (2).mp4,train
i am hungry   (3).MP4,i am hungry,3,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (3).MP4,train
i am hungry   (4).MP4,i am hungry,4,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (4).MP4,train
i am hungry   (5).MP4,i am hungry,5,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (5).MP4,train
i am hungry   (6).MP4,i am hungry,6,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (6).MP4,val
i am hungry   (7).MP4,i am hungry,7,i am hungry,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (7).MP4,test
dilemma (2).MP4,i am in dilemma what to do,1,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (2).MP4,train
dilemma (3).MP4,i am in dilemma what to do,2,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (3).MP4,train
dilemma (4).MP4,i am in dilemma what to do,3,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (4).MP4,train
dilemma (5).MP4,i am in dilemma what to do,4,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (5).MP4,train
dilemma.MP4,i am in dilemma what to do,5,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma.MP4,train
i am in dilemma what to do (2).mp4,i am in dilemma what to do,6,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\i am in dilemma what to do (2).mp4,val
i am in dilemma what to do.mp4,i am in dilemma what to do,7,i am in dilemma what to do,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\i am in dilemma what to do.mp4,test
MVI_6546.MP4,i am not really sure,1,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\MVI_6546.MP4,train
i am not really sure (2).mp4,i am not really sure,2,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\i am not really sure (2).mp4,train
i am not really sure.mp4,i am not really sure,3,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\i am not really sure.mp4,train
really sure (2).MP4,i am not really sure,4,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (2).MP4,train
really sure (3).MP4,i am not really sure,5,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (3).MP4,train
really sure (4).MP4,i am not really sure,6,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (4).MP4,val
really sure.MP4,i am not really sure,7,i am not really sure,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure.MP4,test
MVI_6104.MP4,i am really grateful,1,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6104.MP4,train
MVI_6395.MP4,i am really grateful,2,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6395.MP4,train
MVI_6539.MP4,i am really grateful,3,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6539.MP4,train
MVI_6721.MP4,i am really grateful,4,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6721.MP4,train
MVI_6849.MP4,i am really grateful,5,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6849.MP4,train
i am really grateful (2).mp4,i am really grateful,6,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\i am really grateful (2).mp4,val
i am really grateful.mp4,i am really grateful,7,i am really grateful,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\i am really grateful.mp4,test
i am sitting in the class (2).mp4,i am sitting in the class,1,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\i am sitting in the class (2).mp4,train
i am sitting in the class.mp4,i am sitting in the class,2,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\i am sitting in the class.mp4,train
sitting (2).MP4,i am sitting in the class,3,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (2).MP4,train
sitting (3).MP4,i am sitting in the class,4,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (3).MP4,train
sitting (4).MP4,i am sitting in the class,5,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (4).MP4,train
sitting (5).MP4,i am sitting in the class,6,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (5).MP4,val
sitting.MP4,i am sitting in the class,7,i am sitting in the class,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting.MP4,test
i am so sorry to hear that (2).mp4,i am so sorry to hear that,1,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\i am so sorry to hear that (2).mp4,train
i am so sorry to hear that.mp4,i am so sorry to hear that,2,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\i am so sorry to hear that.mp4,train
sorry hear (2).MP4,i am so sorry to hear that,3,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (2).MP4,train
sorry hear (3).MP4,i am so sorry to hear that,4,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (3).MP4,train
sorry hear (4).MP4,i am so sorry to hear that,5,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (4).MP4,train
sorry hear (5).MP4,i am so sorry to hear that,6,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (5).MP4,val
sorry hear.MP4,i am so sorry to hear that,7,i am so sorry to hear that,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear.MP4,test
fever (2).MP4,i am suffering from fever,1,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (2).MP4,train
fever (3).MP4,i am suffering from fever,2,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (3).MP4,train
fever (4).MP4,i am suffering from fever,3,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (4).MP4,train
fever (5).MP4,i am suffering from fever,4,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (5).MP4,train
fever.MP4,i am suffering from fever,5,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever.MP4,train
i am suffering from fever (2).mp4,i am suffering from fever,6,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\i am suffering from fever (2).mp4,val
i am suffering from fever.mp4,i am suffering from fever,7,i am suffering from fever,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\i am suffering from fever.mp4,test
i am tired (2).mp4,i am tired,1,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\i am tired (2).mp4,train
i am tired.mp4,i am tired,2,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\i am tired.mp4,train
tired (2).MP4,i am tired,3,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (2).MP4,train
tired (3).MP4,i am tired,4,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (3).MP4,train
tired (4).MP4,i am tired,5,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (4).MP4,train
tired (5).MP4,i am tired,6,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (5).MP4,val
tired.MP4,i am tired,7,i am tired,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired.MP4,test
i am very happy (2).mp4,i am very happy,1,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\i am very happy (2).mp4,train
i am very happy.mp4,i am very happy,2,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\i am very happy.mp4,train
very happy (2).MP4,i am very happy,3,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (2).MP4,train
very happy (3).MP4,i am very happy,4,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (3).MP4,train
very happy (4).MP4,i am very happy,5,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (4).MP4,train
very happy.MP4,i am very happy,6,i am very happy,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy.MP4,val
MVI_6109.MP4,i can not help you there,1,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6109.MP4,train
MVI_6399.MP4,i can not help you there,2,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6399.MP4,train
MVI_6545.MP4,i can not help you there,3,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6545.MP4,train
MVI_6725.MP4,i can not help you there,4,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6725.MP4,train
MVI_6854.MP4,i can not help you there,5,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6854.MP4,train
i can not help you there (2).mp4,i can not help you there,6,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\i can not help you there (2).mp4,val
i can not help you there.mp4,i can not help you there,7,i can not help you there,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\i can not help you there.mp4,test
agree (2).MP4,i do not agree,1,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (2).MP4,train
agree (3).MP4,i do not agree,2,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (3).MP4,train
agree (4).MP4,i do not agree,3,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (4).MP4,train
agree (5).MP4,i do not agree,4,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (5).MP4,train
agree.MP4,i do not agree,5,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree.MP4,train
i do not agree (2).mp4,i do not agree,6,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\i do not agree (2).mp4,val
i do not agree.mp4,i do not agree,7,i do not agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\i do not agree.mp4,test
hate (2).MP4,i do not like it,1,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate (2).MP4,train
hate (3).MP4,i do not like it,2,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate (3).MP4,train
hate (4).MP4,i do not like it,3,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate (4).MP4,train
hate it.MP4,i do not like it,4,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate it.MP4,train
