image_path,label
dataset/train_aug\DISAPPOINTED\aug_47.jpg,DISAPPOINTED
dataset/train_aug\DISAPPOINTED\aug_48.jpg,DISAPPOINTED
dataset/train_aug\DISAPPOINTED\aug_49.jpg,DISAPPOINTED
dataset/train_aug\DO\orig_DO-2.jpg,DO
dataset/train_aug\DO\orig_DO-3.jpg,DO
dataset/train_aug\DO\orig_DO-4.jpg,DO
dataset/train_aug\DO\orig_DOING (1).jpg,DO
dataset/train_aug\DO\orig_DOING (2).jpg,DO
dataset/train_aug\DO\orig_DOING (3).jpg,DO
dataset/train_aug\DO\orig_DOING (4).jpg,DO
dataset/train_aug\DO\orig_DOING (5).jpg,DO
dataset/train_aug\DO\orig_DOING (6).jpg,DO
dataset/train_aug\DO\aug_9.jpg,DO
dataset/train_aug\DO\aug_10.jpg,DO
dataset/train_aug\DO\aug_11.jpg,DO
dataset/train_aug\DO\aug_12.jpg,DO
dataset/train_aug\DO\aug_13.jpg,DO
dataset/train_aug\DO\aug_14.jpg,DO
dataset/train_aug\DO\aug_15.jpg,DO
dataset/train_aug\DO\aug_16.jpg,DO
dataset/train_aug\DO\aug_17.jpg,DO
dataset/train_aug\DO\aug_18.jpg,DO
dataset/train_aug\DO\aug_19.jpg,DO
dataset/train_aug\DO\aug_20.jpg,DO
dataset/train_aug\DO\aug_21.jpg,DO
dataset/train_aug\DO\aug_22.jpg,DO
dataset/train_aug\DO\aug_23.jpg,DO
dataset/train_aug\DO\aug_24.jpg,DO
dataset/train_aug\DO\aug_25.jpg,DO
dataset/train_aug\DO\aug_26.jpg,DO
dataset/train_aug\DO\aug_27.jpg,DO
dataset/train_aug\DO\aug_28.jpg,DO
dataset/train_aug\DO\aug_29.jpg,DO
dataset/train_aug\DO\aug_30.jpg,DO
dataset/train_aug\DO\aug_31.jpg,DO
dataset/train_aug\DO\aug_32.jpg,DO
dataset/train_aug\DO\aug_33.jpg,DO
dataset/train_aug\DO\aug_34.jpg,DO
dataset/train_aug\DO\aug_35.jpg,DO
dataset/train_aug\DO\aug_36.jpg,DO
dataset/train_aug\DO\aug_37.jpg,DO
dataset/train_aug\DO\aug_38.jpg,DO
dataset/train_aug\DO\aug_39.jpg,DO
dataset/train_aug\DO\aug_40.jpg,DO
dataset/train_aug\DO\aug_41.jpg,DO
dataset/train_aug\DO\aug_42.jpg,DO
dataset/train_aug\DO\aug_43.jpg,DO
dataset/train_aug\DO\aug_44.jpg,DO
dataset/train_aug\DO\aug_45.jpg,DO
dataset/train_aug\DO\aug_46.jpg,DO
dataset/train_aug\DO\aug_47.jpg,DO
dataset/train_aug\DO\aug_48.jpg,DO
dataset/train_aug\DO\aug_49.jpg,DO
dataset/train_aug\DON'T CARE\orig_DONT CARE (2).jpg,DON'T CARE
dataset/train_aug\DON'T CARE\orig_DONT CARE (3).jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_2.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_3.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_4.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_5.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_6.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_7.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_8.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_9.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_10.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_11.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_12.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_13.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_14.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_15.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_16.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_17.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_18.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_19.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_20.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_21.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_22.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_23.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_24.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_25.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_26.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_27.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_28.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_29.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_30.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_31.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_32.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_33.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_34.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_35.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_36.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_37.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_38.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_39.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_40.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_41.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_42.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_43.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_44.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_45.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_46.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_47.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_48.jpg,DON'T CARE
dataset/train_aug\DON'T CARE\aug_49.jpg,DON'T CARE
dataset/train_aug\ENJOY\orig_ENJOY (2).jpg,ENJOY
dataset/train_aug\ENJOY\orig_ENJOY (4).jpg,ENJOY
dataset/train_aug\ENJOY\orig_ENJOY (6).jpg,ENJOY
dataset/train_aug\ENJOY\aug_3.jpg,ENJOY
dataset/train_aug\ENJOY\aug_4.jpg,ENJOY
dataset/train_aug\ENJOY\aug_5.jpg,ENJOY
dataset/train_aug\ENJOY\aug_6.jpg,ENJOY
dataset/train_aug\ENJOY\aug_7.jpg,ENJOY
dataset/train_aug\ENJOY\aug_8.jpg,ENJOY
dataset/train_aug\ENJOY\aug_9.jpg,ENJOY
dataset/train_aug\ENJOY\aug_10.jpg,ENJOY
dataset/train_aug\ENJOY\aug_11.jpg,ENJOY
dataset/train_aug\ENJOY\aug_12.jpg,ENJOY
dataset/train_aug\ENJOY\aug_13.jpg,ENJOY
dataset/train_aug\ENJOY\aug_14.jpg,ENJOY
dataset/train_aug\ENJOY\aug_15.jpg,ENJOY
dataset/train_aug\ENJOY\aug_16.jpg,ENJOY
dataset/train_aug\ENJOY\aug_17.jpg,ENJOY
dataset/train_aug\ENJOY\aug_18.jpg,ENJOY
dataset/train_aug\ENJOY\aug_19.jpg,ENJOY
dataset/train_aug\ENJOY\aug_20.jpg,ENJOY
dataset/train_aug\ENJOY\aug_21.jpg,ENJOY
dataset/train_aug\ENJOY\aug_22.jpg,ENJOY
dataset/train_aug\ENJOY\aug_23.jpg,ENJOY
dataset/train_aug\ENJOY\aug_24.jpg,ENJOY
dataset/train_aug\ENJOY\aug_25.jpg,ENJOY
dataset/train_aug\ENJOY\aug_26.jpg,ENJOY
dataset/train_aug\ENJOY\aug_27.jpg,ENJOY
dataset/train_aug\ENJOY\aug_28.jpg,ENJOY
dataset/train_aug\ENJOY\aug_29.jpg,ENJOY
dataset/train_aug\ENJOY\aug_30.jpg,ENJOY
dataset/train_aug\ENJOY\aug_31.jpg,ENJOY
dataset/train_aug\ENJOY\aug_32.jpg,ENJOY
dataset/train_aug\ENJOY\aug_33.jpg,ENJOY
dataset/train_aug\ENJOY\aug_34.jpg,ENJOY
dataset/train_aug\ENJOY\aug_35.jpg,ENJOY
dataset/train_aug\ENJOY\aug_36.jpg,ENJOY
dataset/train_aug\ENJOY\aug_37.jpg,ENJOY
dataset/train_aug\ENJOY\aug_38.jpg,ENJOY
dataset/train_aug\ENJOY\aug_39.jpg,ENJOY
dataset/train_aug\ENJOY\aug_40.jpg,ENJOY
dataset/train_aug\ENJOY\aug_41.jpg,ENJOY
dataset/train_aug\ENJOY\aug_42.jpg,ENJOY
dataset/train_aug\ENJOY\aug_43.jpg,ENJOY
dataset/train_aug\ENJOY\aug_44.jpg,ENJOY
dataset/train_aug\ENJOY\aug_45.jpg,ENJOY
dataset/train_aug\ENJOY\aug_46.jpg,ENJOY
dataset/train_aug\ENJOY\aug_47.jpg,ENJOY
dataset/train_aug\ENJOY\aug_48.jpg,ENJOY
dataset/train_aug\ENJOY\aug_49.jpg,ENJOY
dataset/train_aug\FAVOUR\orig_FAVOUR (1).jpg,FAVOUR
dataset/train_aug\FAVOUR\orig_FAVOUR (6).jpg,FAVOUR
dataset/train_aug\FAVOUR\orig_FAVOUR (7).jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_3.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_4.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_5.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_6.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_7.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_8.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_9.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_10.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_11.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_12.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_13.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_14.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_15.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_16.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_17.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_18.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_19.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_20.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_21.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_22.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_23.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_24.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_25.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_26.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_27.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_28.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_29.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_30.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_31.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_32.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_33.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_34.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_35.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_36.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_37.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_38.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_39.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_40.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_41.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_42.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_43.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_44.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_45.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_46.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_47.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_48.jpg,FAVOUR
dataset/train_aug\FAVOUR\aug_49.jpg,FAVOUR
dataset/train_aug\FEVER\orig_FEVER (1).jpg,FEVER
dataset/train_aug\FEVER\orig_FEVER (2).jpg,FEVER
dataset/train_aug\FEVER\orig_FEVER (3).jpg,FEVER
dataset/train_aug\FEVER\orig_FEVER (4).jpg,FEVER
dataset/train_aug\FEVER\orig_FEVER (7).jpg,FEVER
dataset/train_aug\FEVER\aug_5.jpg,FEVER
dataset/train_aug\FEVER\aug_6.jpg,FEVER
dataset/train_aug\FEVER\aug_7.jpg,FEVER
dataset/train_aug\FEVER\aug_8.jpg,FEVER
dataset/train_aug\FEVER\aug_9.jpg,FEVER
dataset/train_aug\FEVER\aug_10.jpg,FEVER
dataset/train_aug\FEVER\aug_11.jpg,FEVER
dataset/train_aug\FEVER\aug_12.jpg,FEVER
dataset/train_aug\FEVER\aug_13.jpg,FEVER
dataset/train_aug\FEVER\aug_14.jpg,FEVER
dataset/train_aug\FEVER\aug_15.jpg,FEVER
dataset/train_aug\FEVER\aug_16.jpg,FEVER
dataset/train_aug\FEVER\aug_17.jpg,FEVER
dataset/train_aug\FEVER\aug_18.jpg,FEVER
dataset/train_aug\FEVER\aug_19.jpg,FEVER
dataset/train_aug\FEVER\aug_20.jpg,FEVER
dataset/train_aug\FEVER\aug_21.jpg,FEVER
dataset/train_aug\FEVER\aug_22.jpg,FEVER
dataset/train_aug\FEVER\aug_23.jpg,FEVER
dataset/train_aug\FEVER\aug_24.jpg,FEVER
dataset/train_aug\FEVER\aug_25.jpg,FEVER
dataset/train_aug\FEVER\aug_26.jpg,FEVER
dataset/train_aug\FEVER\aug_27.jpg,FEVER
dataset/train_aug\FEVER\aug_28.jpg,FEVER
dataset/train_aug\FEVER\aug_29.jpg,FEVER
dataset/train_aug\FEVER\aug_30.jpg,FEVER
dataset/train_aug\FEVER\aug_31.jpg,FEVER
dataset/train_aug\FEVER\aug_32.jpg,FEVER
dataset/train_aug\FEVER\aug_33.jpg,FEVER
dataset/train_aug\FEVER\aug_34.jpg,FEVER
dataset/train_aug\FEVER\aug_35.jpg,FEVER
dataset/train_aug\FEVER\aug_36.jpg,FEVER
dataset/train_aug\FEVER\aug_37.jpg,FEVER
dataset/train_aug\FEVER\aug_38.jpg,FEVER
dataset/train_aug\FEVER\aug_39.jpg,FEVER
dataset/train_aug\FEVER\aug_40.jpg,FEVER
dataset/train_aug\FEVER\aug_41.jpg,FEVER
dataset/train_aug\FEVER\aug_42.jpg,FEVER
dataset/train_aug\FEVER\aug_43.jpg,FEVER
dataset/train_aug\FEVER\aug_44.jpg,FEVER
dataset/train_aug\FEVER\aug_45.jpg,FEVER
dataset/train_aug\FEVER\aug_46.jpg,FEVER
dataset/train_aug\FEVER\aug_47.jpg,FEVER
dataset/train_aug\FEVER\aug_48.jpg,FEVER
dataset/train_aug\FEVER\aug_49.jpg,FEVER
dataset/train_aug\FINE\orig_FINE (2).jpg,FINE
dataset/train_aug\FINE\orig_FINE (3).jpg,FINE
dataset/train_aug\FINE\orig_FINE (4).jpg,FINE
dataset/train_aug\FINE\orig_FINE (5).jpg,FINE
dataset/train_aug\FINE\aug_4.jpg,FINE
dataset/train_aug\FINE\aug_5.jpg,FINE
dataset/train_aug\FINE\aug_6.jpg,FINE
dataset/train_aug\FINE\aug_7.jpg,FINE
dataset/train_aug\FINE\aug_8.jpg,FINE
dataset/train_aug\FINE\aug_9.jpg,FINE
dataset/train_aug\FINE\aug_10.jpg,FINE
dataset/train_aug\FINE\aug_11.jpg,FINE
dataset/train_aug\FINE\aug_12.jpg,FINE
dataset/train_aug\FINE\aug_13.jpg,FINE
dataset/train_aug\FINE\aug_14.jpg,FINE
dataset/train_aug\FINE\aug_15.jpg,FINE
dataset/train_aug\FINE\aug_16.jpg,FINE
dataset/train_aug\FINE\aug_17.jpg,FINE
dataset/train_aug\FINE\aug_18.jpg,FINE
dataset/train_aug\FINE\aug_19.jpg,FINE
dataset/train_aug\FINE\aug_20.jpg,FINE
dataset/train_aug\FINE\aug_21.jpg,FINE
dataset/train_aug\FINE\aug_22.jpg,FINE
dataset/train_aug\FINE\aug_23.jpg,FINE
dataset/train_aug\FINE\aug_24.jpg,FINE
dataset/train_aug\FINE\aug_25.jpg,FINE
dataset/train_aug\FINE\aug_26.jpg,FINE
dataset/train_aug\FINE\aug_27.jpg,FINE
dataset/train_aug\FINE\aug_28.jpg,FINE
dataset/train_aug\FINE\aug_29.jpg,FINE
dataset/train_aug\FINE\aug_30.jpg,FINE
dataset/train_aug\FINE\aug_31.jpg,FINE
dataset/train_aug\FINE\aug_32.jpg,FINE
dataset/train_aug\FINE\aug_33.jpg,FINE
dataset/train_aug\FINE\aug_34.jpg,FINE
dataset/train_aug\FINE\aug_35.jpg,FINE
dataset/train_aug\FINE\aug_36.jpg,FINE
dataset/train_aug\FINE\aug_37.jpg,FINE
dataset/train_aug\FINE\aug_38.jpg,FINE
dataset/train_aug\FINE\aug_39.jpg,FINE
dataset/train_aug\FINE\aug_40.jpg,FINE
dataset/train_aug\FINE\aug_41.jpg,FINE
dataset/train_aug\FINE\aug_42.jpg,FINE
dataset/train_aug\FINE\aug_43.jpg,FINE
dataset/train_aug\FINE\aug_44.jpg,FINE
dataset/train_aug\FINE\aug_45.jpg,FINE
dataset/train_aug\FINE\aug_46.jpg,FINE
dataset/train_aug\FINE\aug_47.jpg,FINE
dataset/train_aug\FINE\aug_48.jpg,FINE
dataset/train_aug\FINE\aug_49.jpg,FINE
dataset/train_aug\FOOD\orig_FOOD (1).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (10).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (11).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (13).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (2).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (3).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (4).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (6).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (7).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (8).jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD (9).jpg,FOOD
dataset/train_aug\FOOD\orig_food 08.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-1.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-2.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-3.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-4.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-5.jpg,FOOD
dataset/train_aug\FOOD\orig_FOOD-6.jpg,FOOD
dataset/train_aug\FOOD\aug_18.jpg,FOOD
dataset/train_aug\FOOD\aug_19.jpg,FOOD
dataset/train_aug\FOOD\aug_20.jpg,FOOD
dataset/train_aug\FOOD\aug_21.jpg,FOOD
dataset/train_aug\FOOD\aug_22.jpg,FOOD
dataset/train_aug\FOOD\aug_23.jpg,FOOD
dataset/train_aug\FOOD\aug_24.jpg,FOOD
dataset/train_aug\FOOD\aug_25.jpg,FOOD
dataset/train_aug\FOOD\aug_26.jpg,FOOD
dataset/train_aug\FOOD\aug_27.jpg,FOOD
dataset/train_aug\FOOD\aug_28.jpg,FOOD
dataset/train_aug\FOOD\aug_29.jpg,FOOD
dataset/train_aug\FOOD\aug_30.jpg,FOOD
dataset/train_aug\FOOD\aug_31.jpg,FOOD
dataset/train_aug\FOOD\aug_32.jpg,FOOD
dataset/train_aug\FOOD\aug_33.jpg,FOOD
dataset/train_aug\FOOD\aug_34.jpg,FOOD
dataset/train_aug\FOOD\aug_35.jpg,FOOD
dataset/train_aug\FOOD\aug_36.jpg,FOOD
dataset/train_aug\FOOD\aug_37.jpg,FOOD
dataset/train_aug\FOOD\aug_38.jpg,FOOD
dataset/train_aug\FOOD\aug_39.jpg,FOOD
dataset/train_aug\FOOD\aug_40.jpg,FOOD
dataset/train_aug\FOOD\aug_41.jpg,FOOD
dataset/train_aug\FOOD\aug_42.jpg,FOOD
dataset/train_aug\FOOD\aug_43.jpg,FOOD
dataset/train_aug\FOOD\aug_44.jpg,FOOD
dataset/train_aug\FOOD\aug_45.jpg,FOOD
dataset/train_aug\FOOD\aug_46.jpg,FOOD
dataset/train_aug\FOOD\aug_47.jpg,FOOD
dataset/train_aug\FOOD\aug_48.jpg,FOOD
dataset/train_aug\FOOD\aug_49.jpg,FOOD
dataset/train_aug\FREE\orig_FREE (2).jpg,FREE
dataset/train_aug\FREE\orig_FREE (3).jpg,FREE
dataset/train_aug\FREE\orig_FREE (5).jpg,FREE
dataset/train_aug\FREE\orig_FREE (6).jpg,FREE
dataset/train_aug\FREE\orig_FREE (7).jpg,FREE
dataset/train_aug\FREE\aug_5.jpg,FREE
dataset/train_aug\FREE\aug_6.jpg,FREE
dataset/train_aug\FREE\aug_7.jpg,FREE
dataset/train_aug\FREE\aug_8.jpg,FREE
dataset/train_aug\FREE\aug_9.jpg,FREE
dataset/train_aug\FREE\aug_10.jpg,FREE
dataset/train_aug\FREE\aug_11.jpg,FREE
dataset/train_aug\FREE\aug_12.jpg,FREE
dataset/train_aug\FREE\aug_13.jpg,FREE
dataset/train_aug\FREE\aug_14.jpg,FREE
dataset/train_aug\FREE\aug_15.jpg,FREE
dataset/train_aug\FREE\aug_16.jpg,FREE
dataset/train_aug\FREE\aug_17.jpg,FREE
dataset/train_aug\FREE\aug_18.jpg,FREE
dataset/train_aug\FREE\aug_19.jpg,FREE
dataset/train_aug\FREE\aug_20.jpg,FREE
dataset/train_aug\FREE\aug_21.jpg,FREE
dataset/train_aug\FREE\aug_22.jpg,FREE
dataset/train_aug\FREE\aug_23.jpg,FREE
dataset/train_aug\FREE\aug_24.jpg,FREE
dataset/train_aug\FREE\aug_25.jpg,FREE
dataset/train_aug\FREE\aug_26.jpg,FREE
dataset/train_aug\FREE\aug_27.jpg,FREE
dataset/train_aug\FREE\aug_28.jpg,FREE
dataset/train_aug\FREE\aug_29.jpg,FREE
dataset/train_aug\FREE\aug_30.jpg,FREE
dataset/train_aug\FREE\aug_31.jpg,FREE
dataset/train_aug\FREE\aug_32.jpg,FREE
dataset/train_aug\FREE\aug_33.jpg,FREE
dataset/train_aug\FREE\aug_34.jpg,FREE
dataset/train_aug\FREE\aug_35.jpg,FREE
dataset/train_aug\FREE\aug_36.jpg,FREE
dataset/train_aug\FREE\aug_37.jpg,FREE
dataset/train_aug\FREE\aug_38.jpg,FREE
dataset/train_aug\FREE\aug_39.jpg,FREE
dataset/train_aug\FREE\aug_40.jpg,FREE
dataset/train_aug\FREE\aug_41.jpg,FREE
dataset/train_aug\FREE\aug_42.jpg,FREE
dataset/train_aug\FREE\aug_43.jpg,FREE
dataset/train_aug\FREE\aug_44.jpg,FREE
dataset/train_aug\FREE\aug_45.jpg,FREE
dataset/train_aug\FREE\aug_46.jpg,FREE
dataset/train_aug\FREE\aug_47.jpg,FREE
dataset/train_aug\FREE\aug_48.jpg,FREE
dataset/train_aug\FREE\aug_49.jpg,FREE
dataset/train_aug\FRIEND\orig_FRIEND (1).jpg,FRIEND
dataset/train_aug\FRIEND\orig_FRIEND (3).jpg,FRIEND
dataset/train_aug\FRIEND\orig_FRIEND (4).jpg,FRIEND
dataset/train_aug\FRIEND\orig_FRIEND (5).jpg,FRIEND
dataset/train_aug\FRIEND\aug_4.jpg,FRIEND
dataset/train_aug\FRIEND\aug_5.jpg,FRIEND
dataset/train_aug\FRIEND\aug_6.jpg,FRIEND
dataset/train_aug\FRIEND\aug_7.jpg,FRIEND
dataset/train_aug\FRIEND\aug_8.jpg,FRIEND
dataset/train_aug\FRIEND\aug_9.jpg,FRIEND
dataset/train_aug\FRIEND\aug_10.jpg,FRIEND
dataset/train_aug\FRIEND\aug_11.jpg,FRIEND
dataset/train_aug\FRIEND\aug_12.jpg,FRIEND
dataset/train_aug\FRIEND\aug_13.jpg,FRIEND
dataset/train_aug\FRIEND\aug_14.jpg,FRIEND
dataset/train_aug\FRIEND\aug_15.jpg,FRIEND
dataset/train_aug\FRIEND\aug_16.jpg,FRIEND
dataset/train_aug\FRIEND\aug_17.jpg,FRIEND
dataset/train_aug\FRIEND\aug_18.jpg,FRIEND
dataset/train_aug\FRIEND\aug_19.jpg,FRIEND
dataset/train_aug\FRIEND\aug_20.jpg,FRIEND
dataset/train_aug\FRIEND\aug_21.jpg,FRIEND
dataset/train_aug\FRIEND\aug_22.jpg,FRIEND
dataset/train_aug\FRIEND\aug_23.jpg,FRIEND
dataset/train_aug\FRIEND\aug_24.jpg,FRIEND
dataset/train_aug\FRIEND\aug_25.jpg,FRIEND
dataset/train_aug\FRIEND\aug_26.jpg,FRIEND
dataset/train_aug\FRIEND\aug_27.jpg,FRIEND
dataset/train_aug\FRIEND\aug_28.jpg,FRIEND
dataset/train_aug\FRIEND\aug_29.jpg,FRIEND
dataset/train_aug\FRIEND\aug_30.jpg,FRIEND
dataset/train_aug\FRIEND\aug_31.jpg,FRIEND
dataset/train_aug\FRIEND\aug_32.jpg,FRIEND
dataset/train_aug\FRIEND\aug_33.jpg,FRIEND
dataset/train_aug\FRIEND\aug_34.jpg,FRIEND
dataset/train_aug\FRIEND\aug_35.jpg,FRIEND
dataset/train_aug\FRIEND\aug_36.jpg,FRIEND
dataset/train_aug\FRIEND\aug_37.jpg,FRIEND
dataset/train_aug\FRIEND\aug_38.jpg,FRIEND
dataset/train_aug\FRIEND\aug_39.jpg,FRIEND
dataset/train_aug\FRIEND\aug_40.jpg,FRIEND
dataset/train_aug\FRIEND\aug_41.jpg,FRIEND
dataset/train_aug\FRIEND\aug_42.jpg,FRIEND
dataset/train_aug\FRIEND\aug_43.jpg,FRIEND
dataset/train_aug\FRIEND\aug_44.jpg,FRIEND
dataset/train_aug\FRIEND\aug_45.jpg,FRIEND
dataset/train_aug\FRIEND\aug_46.jpg,FRIEND
dataset/train_aug\FRIEND\aug_47.jpg,FRIEND
dataset/train_aug\FRIEND\aug_48.jpg,FRIEND
dataset/train_aug\FRIEND\aug_49.jpg,FRIEND
dataset/train_aug\FROM\orig_FROM-1.jpg,FROM
dataset/train_aug\FROM\orig_FROM-3.jpg,FROM
dataset/train_aug\FROM\orig_FROM-4.jpg,FROM
dataset/train_aug\FROM\orig_FROM-5.jpg,FROM
dataset/train_aug\FROM\orig_FROM-7.jpg,FROM
dataset/train_aug\FROM\aug_5.jpg,FROM
dataset/train_aug\FROM\aug_6.jpg,FROM
dataset/train_aug\FROM\aug_7.jpg,FROM
dataset/train_aug\FROM\aug_8.jpg,FROM
dataset/train_aug\FROM\aug_9.jpg,FROM
dataset/train_aug\FROM\aug_10.jpg,FROM
dataset/train_aug\FROM\aug_11.jpg,FROM
dataset/train_aug\FROM\aug_12.jpg,FROM
dataset/train_aug\FROM\aug_13.jpg,FROM
dataset/train_aug\FROM\aug_14.jpg,FROM
dataset/train_aug\FROM\aug_15.jpg,FROM
dataset/train_aug\FROM\aug_16.jpg,FROM
dataset/train_aug\FROM\aug_17.jpg,FROM
dataset/train_aug\FROM\aug_18.jpg,FROM
dataset/train_aug\FROM\aug_19.jpg,FROM
dataset/train_aug\FROM\aug_20.jpg,FROM
dataset/train_aug\FROM\aug_21.jpg,FROM
dataset/train_aug\FROM\aug_22.jpg,FROM
dataset/train_aug\FROM\aug_23.jpg,FROM
dataset/train_aug\FROM\aug_24.jpg,FROM
dataset/train_aug\FROM\aug_25.jpg,FROM
dataset/train_aug\FROM\aug_26.jpg,FROM
